vibration_level,motor_temperature,torque_load,power_consumption,time_since_last_maintenance_hours,maintenance_count_to_date,last_downtime_hours,vibration_level_rolling_mean_24h,vibration_level_rolling_std_24h,vibration_level_change_rate,motor_temperature_rolling_mean_24h,motor_temperature_rolling_std_24h,motor_temperature_change_rate,torque_load_rolling_mean_24h,torque_load_rolling_std_24h,torque_load_change_rate,power_consumption_rolling_mean_24h,power_consumption_rolling_std_24h,power_consumption_change_rate,stress_index,thermal_stress_index,model_type_ARM-X9,model_type_ASSEMBLY-A3,model_type_CONVEYOR-C2,model_type_WELDING-W5,factory_location_Hokkaido Lab,factory_location_Nagoya Site,factory_location_Osaka Plant,factory_location_Tokyo Factory,"operating_environment_Climate Controlled (22-25°C, 50% RH)","operating_environment_Heavy Industrial (30-40°C, 70% RH)","operating_environment_Standard Factory (25-30°C, 60% RH)",last_maintenance_type_inspection,last_maintenance_type_lubrication,last_maintenance_type_none,last_maintenance_type_repair,last_maintenance_type_replacement,RUL_hours
-1.0566014513421698,0.2420603172621421,-1.613392439060486,-1.26397350214244,-0.2369540878339738,0.626370597148155,-0.117675338682505,0.7877576280102507,1.2207081521528296,-1.2726118687025667,-0.1542108298009181,-1.1364986566377386,0.2059951523118355,0.0212805376825775,1.4185946327346437,-2.2341495774420768,-1.5929410884968176,-1.0538370835361286,-0.3152669405457477,-1.53158941176786,-1.068657002939736,-0.5581934747068011,-0.4958495355901594,-0.4646615453361625,-0.3278186996316805,-0.6369824502993273,1.7821955018442994,-0.4518333650112522,-0.4757196936565358,-0.5211107747708709,-0.5958742012640511,1.7835998819033594,-0.5995101164453912,-0.556827502614051,-0.3795366657536729,-0.2221245495537547,-0.1444988255028473,8442.0
-0.7500322727098425,1.2093656245460278,-0.7394296956161539,1.4837641944143194,-0.8194246904931739,0.626370597148155,-0.1926599156608285,0.1875187778211635,0.0548686507005789,-1.4246671546736671,-0.0286150236754282,0.072614213456481,0.6975399160763772,0.28743554328248,0.4151130917424927,-1.2958830473760246,0.1936756098793882,1.3815609455530822,0.3722803978923813,0.4166370449797965,2.0869974971365712,-0.5581934747068011,-0.4958495355901594,-0.4646615453361625,-0.3278186996316805,-0.6369824502993273,1.7821955018442994,-0.4518333650112522,-0.4757196936565358,-0.5211107747708709,-0.5958742012640511,-0.5606638630929125,-0.5995101164453912,-0.556827502614051,-0.3795366657536729,-0.2221245495537547,-0.1444988255028473,4038.0
0.7985351167919125,-1.7255266145993986,-0.8204146602596438,-1.1793395113219522,1.5759111453564028,0.626370597148155,-0.4026167312001342,1.4183883187152393,-2.196607749642685,0.1127807368119038,-1.0857130585649657,1.3865566102439597,-1.1972858668224196,-0.9867815460270688,-1.7316349023509054,-0.3912117383353553,-0.525163347383498,0.4583468210815906,-0.8928847612960396,-1.1955670866749395,-1.4918301555500997,1.7914935328207908,-0.4958495355901594,-0.4646615453361625,-0.3278186996316805,-0.6369824502993273,-0.5611056693640809,-0.4518333650112522,-0.4757196936565358,-0.5211107747708709,-0.5958742012640511,-0.5606638630929125,-0.5995101164453912,-0.556827502614051,-0.3795366657536729,-0.2221245495537547,-0.1444988255028473,1602.0
-1.2452594074236016,1.308294576427335,0.7486690297079803,-0.1949246370630532,-0.8672006698712519,0.626370597148155,-0.312635238826146,-0.6368598961727062,-0.3116675799576262,-0.4616503435233645,0.3900376634095367,1.7335012408212662,1.4190007790211074,0.5053499541174112,0.1898320612458612,1.26695238513176,-0.2297672433925849,0.2041378206785755,0.0385890217156924,0.2956711517465477,0.3416680187669996,-0.5581934747068011,-0.4958495355901594,2.1521040637794617,-0.3278186996316805,-0.6369824502993273,-0.5611056693640809,-0.4518333650112522,2.102078205578742,-0.5211107747708709,1.678206570914903,-0.5606638630929125,1.668028566272057,-0.556827502614051,-0.3795366657536729,-0.2221245495537547,-0.1444988255028473,6318.0
1.0500790582338215,-0.6043318266112576,1.386425626275466,1.427341533867327,-0.4297715382664573,1.1574121914524125,-0.1476691694738344,0.3888647212390211,-0.5767951623081949,0.5633149174670156,1.2482756719337138,0.0820364597840568,-0.8088069406214107,-0.3313748447372989,0.4511808680019841,1.2885493129337915,0.0501356596177003,0.566379190781984,0.9741282454703176,2.3647259903841675,0.8933998001928982,-0.5581934747068011,-0.4958495355901594,-0.4646615453361625,-0.3278186996316805,-0.6369824502993273,-0.5611056693640809,-0.4518333650112522,2.102078205578742,-0.5211107747708709,-0.5958742012640511,-0.5606638630929125,1.668028566272057,-0.556827502614051,-0.3795366657536729,-0.2221245495537547,-0.1444988255028473,6084.0
0.688484642411077,-1.813463460716115,-1.140980145306793,0.507147574052159,-0.3166399133369812,1.6884537857566695,-0.2376506618478225,0.9359178505252796,-1.050557320899575,0.760423621503628,-1.5462310143584264,1.1003159981229726,-0.3648310249631155,-1.43924505554691,-1.2832902380814764,-0.3360195895079405,0.2352566272170988,0.7434577817157518,0.437490067408391,-0.4593543006018102,-0.4454903160477528,-0.5581934747068011,-0.4958495355901594,2.1521040637794617,-0.3278186996316805,-0.6369824502993273,-0.5611056693640809,-0.4518333650112522,2.102078205578742,-0.5211107747708709,1.678206570914903,-0.5606638630929125,1.668028566272057,-0.556827502614051,-0.3795366657536729,-0.2221245495537547,-0.1444988255028473,2322.0
-0.0111219447242338,0.2970208460850902,-0.3682486076668234,-0.9309421886699514,-0.9105424628163312,-0.9667541857646168,5.971072311957361,1.2094444151684058,-1.0006869134334817,-0.5855472432035204,-0.3007392702806579,0.947917736331167,-0.7770943752172467,-1.4325911804069118,0.0308363511155036,-0.5807847712643021,-1.5211711133659749,0.2671199110338906,-1.1546991451383737,-0.8566586623640191,-0.7444560120113257,1.7914935328207908,-0.4958495355901594,-0.4646615453361625,-0.3278186996316805,-0.6369824502993273,-0.5611056693640809,-0.4518333650112522,2.102078205578742,-0.5211107747708709,-0.5958742012640511,-0.5606638630929125,-0.5995101164453912,-0.556827502614051,-0.3795366657536729,-0.2221245495537547,6.920471474560842,3624.0
-0.8836649916008568,-1.3188187013095825,-1.03974893950243,-0.235980150225295,0.0252135260680837,-0.9667541857646168,-0.2076568310564932,-1.5828059322301908,-0.6120651076990596,-0.7488658836909979,-2.325971644054174,-1.4809368051012757,0.0870730320462211,-0.088508402127386,0.6956923664086337,-1.907796001766928,-0.0415704197161524,-2.299801709279593,-0.3338053503333414,-0.7787461120112706,-0.7240831179347458,-0.5581934747068011,-0.4958495355901594,2.1521040637794617,-0.3278186996316805,1.5699019643792156,-0.5611056693640809,-0.4518333650112522,-0.4757196936565358,-0.5211107747708709,1.678206570914903,-0.5606638630929125,-0.5995101164453912,1.7958883052748946,-0.3795366657536729,-0.2221245495537547,-0.1444988255028473,7854.0
1.380230481376328,1.835915653127636,0.5866991004209998,-1.3729196962880543,2.7164649333979662,1.6884537857566695,-0.0126969309128522,2.1287975907744743,0.1342946357860628,0.0958857050373371,-0.6251951027715037,1.7558193543294165,2.3783058824970675,-1.6954192484368185,0.4140965544328293,1.792477628314536,-0.0853159283673325,1.6073546504224712,-1.7549208164191523,-0.8300088329161446,-0.8070586179402125,1.7914935328207908,-0.4958495355901594,-0.4646615453361625,-0.3278186996316805,-0.6369824502993273,-0.5611056693640809,-0.4518333650112522,-0.4757196936565358,-0.5211107747708709,1.678206570914903,-0.5606638630929125,-0.5995101164453912,-0.556827502614051,-0.3795366657536729,-0.2221245495537547,-0.1444988255028473,246.0
0.9243070875128672,-1.5056844993076062,-0.2400224136479634,1.395919157871645,-0.6141348721901094,1.6884537857566695,-0.1326722540781697,-1.544816131585312,1.1161170480636755,2.185237967825421,-0.1856097813322901,0.7016462263004655,-1.094220029258887,-0.3613172828672886,-1.2880987040933636,0.0287285244819315,0.2496106222432678,1.4238892401211758,1.0842203807878703,0.8266665327165379,0.3087374427615856,1.7914935328207908,-0.4958495355901594,-0.4646615453361625,-0.3278186996316805,-0.6369824502993273,1.7821955018442994,-0.4518333650112522,-0.4757196936565358,-0.5211107747708709,-0.5958742012640511,-0.5606638630929125,-0.5995101164453912,-0.556827502614051,-0.3795366657536729,-0.2221245495537547,-0.1444988255028473,336.0
